FID,id,The_geom,tipo,distrito,regional,territóri,codpmf,codsge,inep,título,nome,endereço,bairro,cep,telefone,voips,email,textstring,text_size,text_angle,fonte,ano_ref,epsg_codif
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68b9,302,POINT (-38.540045046239996 -3.754122084675017),EMTP,4,4,16,7211,214,23069368,ESCOLA MUNICIPAL,MOZART PINTO,"RUA JORGE DUMAR, 2078",JARDIM AMÉRICA,60410-426,3488-3385 / 34944307,3459-5384 / 5475 / 6916,MOZARTP@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7211,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68ba,303,POINT (-38.53781319055449 -3.752531291587737),EMTI,4,4,16,6953,148,23070250,ESCOLA MUNICIPAL DE TEMPO INTEGRAL,FILGUEIRAS LIMA,"AV. DOS EXPEDICIONÁRIOS, 3910",JARDIM AMÉRICA,60410-446,3131-1968 / 3494-1077,3459-5230 / 5441 / 6875,FILGUEIRASL@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6953,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68bb,304,POINT (-38.56492874434425 -3.8265293862920355),EMTP,5,10,35,7152,364,23256737,ESCOLA MUNICIPAL,NOVO RENASCER,"RUA LESTE OESTE, 140",MONDUBIM,60762-397,3452-9397,3459-5235 / 6880,NOVOR@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7152,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68bc,305,POINT (-38.538234940720145 -3.7907876631940387),CAEE,4,8,19,6930,480,23071290,CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO,INSTITUTO MOREIRA DE SOUZA,"AV. DOUTOR SILAS MUNGUBA, 4241",SERRINHA,60741-005,3299-1089,NÃO TEM,MOREIRASE@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6930,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68bd,306,POINT (-38.559375938247804 -3.8339180834487543),CRP,4,8,21,7931,567,23234172,CRECHE PARCEIRA,VÓ ESTEFÂNIA,"AV. E, 635",PREFEITO JOSÉ WALTER,60750-040,NADA CONSTA,NADA CONSTA,NADA CONSTA,7931,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68be,307,POINT (-38.58838924799079 -3.82771110833562),CRP,5,10,34,7898,543,23263130,CRECHE PARCEIRA,PEQUENOS BRILHANTES,"RUA OTÁVIO LIMA, 90",ARACAPÉ,60764-545,NADA CONSTA,NADA CONSTA,PEQUENOS.BRILHANTES@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7898,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68bf,308,POINT (-38.57771413920219 -3.785591194570074),CRP,4,4,17,7930,546,23066660,CRECHE PARCEIRA,PARAÍSO DA CRIANÇA,"RUA EINSTEIN, 6",VILA PERI,60730-145,NADA CONSTA,NADA CONSTA,NADA CONSTA,7930,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68c0,309,POINT (-38.56470354747905 -3.7999251602441424),CRP,5,10,35,7266,527,23233842,CRECHE PARCEIRA,SONHO DE CRIANÇA,"RUA VIDAL DE NEGREIROS, 359",JARDIM CEARENSE,60712-108,NADA CONSTA,NADA CONSTA,CRSONHOC@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7266,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68c1,310,POINT (-38.550121816837844 -3.7826599651653905),CRP,4,8,19,7865,522,23244976,CRECHE PARCEIRA,IRMÃ GIULIANA GALLI,"RUA PADRE NÓBREGA, S/N",SERRINHA,60741-410,NADA CONSTA,NADA CONSTA,GIULIANA.GALLI@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7865,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68c2,311,POINT (-38.56710786818014 -3.8415231494102935),CEI,4,8,21,7432,493,23065621,CENTRO DE EDUCAÇÃO INFANTIL,ARI DE SÁ CAVALCANTE,"RUA FRANCISCA MARIA DA CONCEIÇÃO, 241",PLANALTO AYRTON SENNA,60760-310,NADA CONSTA,3459-6943,NADA CONSTA,7432,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68c3,312,POINT (-38.55817234821444 -3.83811734085816),CEI,4,8,21,7022,381,23077131,CENTRO DE EDUCAÇÃO INFANTIL,ROGACIANO LEITE,"AV. J, 1488",PREFEITO JOSÉ WALTER,60750-090,3452-9372,NADA CONSTA,CRROGACIANOL@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7022,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68c4,313,POINT (-38.557182812127195 -3.8295691973792505),CEI,4,8,21,6849,458,23076798,CENTRO DE EDUCAÇÃO INFANTIL,RACHEL DE QUEIROZ,"RUA 41, S/N",PREFEITO JOSÉ WALTER,60750-550,3131-6221,NADA CONSTA,CRRACHELQMM@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6849,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68c5,314,POINT (-38.57036452527884 -3.831196852788641),CEI,4,8,21,7189,406,23073772,CENTRO DE EDUCAÇÃO INFANTIL,MARIA ZÉLIA CORREIA DE SOUZA,"RUA ANTÔNIO PEREIRA, 1495",PLANALTO AYRTON SENNA,60766-295,3131-6220,NADA CONSTA,CRZELIAC@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7189,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68c6,315,POINT (-38.59022489180309 -3.829353712704903),CEI,5,10,34,7371,420,23263130,CENTRO DE EDUCAÇÃO INFANTIL,JOÃO HILDO DE CARVALHO FURTADO,"AV. C, S/N (CONJUNTO ARACAPÉ)",ARACAPÉ,60765-052,3484-3871,NADA CONSTA,CRJOAOHCPB@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7371,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68c7,316,POINT (-38.58106349472342 -3.825669509935555),CEI,5,10,35,7212,439,23234067,CENTRO DE EDUCAÇÃO INFANTIL,JONATHAN DA ROCHA ALCOFORADO,"RUA JACANAUBA, 89",MONDUBIM,60764-492,3452-5153,NADA CONSTA,CRJONATHANRA@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7212,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68c8,317,POINT (-38.56975588684348 -3.8175949783165564),CEI,5,10,35,7065,461,23186690,CENTRO DE EDUCAÇÃO INFANTIL,PROFESSOR OSMÍRIO DE OLIVEIRA BARRETO,"RUA 10, S/N (CONJUNTO SÍTIO CÓRREGO)",MONDUBIM,60752-110,3131-6224,NADA CONSTA,CROSMIRIOBO@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7065,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68c9,318,POINT (-38.58053420404364 -3.8133620349878035),CEI,5,10,35,7392,402,23072202,CENTRO DE EDUCAÇÃO INFANTIL,MARIA HERCÍLIA EVANGELISTA MARTINS,"RUA 03, 300 (LOTEAMENTO PARQUE SANTANA I)",MONDUBIM,60767-630,3105-1044,NADA CONSTA,CRMARIAHEM@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7392,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68ca,319,POINT (-38.56925180350807 -3.806529650144328),CEI,5,10,35,7250,492,23071435,CENTRO DE EDUCAÇÃO INFANTIL,PROFESSOR JACINTO BOTELHO,"RUA CEL. MANOEL ALBANO, 288",MONDUBIM,60711-465,3452-5152,NADA CONSTA,CRJACINTOB@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7250,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68cb,320,POINT (-38.56212702700306 -3.799273828361418),CEI,5,10,35,7024,384,23233842,CENTRO DE EDUCAÇÃO INFANTIL,JOÃO ESTANISLAU FAÇANHA,"RUA HOLANDA, 870",JARDIM CEARENSE,60712-165,3452-9361,NADA CONSTA,CRESTANISLAUF@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7024,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68cc,321,POINT (-38.559506568180836 -3.7777138070335097),CEI,4,4,17,7256,394,23072563,CENTRO DE EDUCAÇÃO INFANTIL,ALGODÃO DOCE,"RUA JOSÉ QUEIROZ PORTO, 25",PARANGABA,60740-120,3452-5134,NADA CONSTA,CRALGODAOD@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7256,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68cd,322,POINT (-38.55384355364317 -3.7941979207495686),CEI,4,8,19,7019,413,23075074,CENTRO DE EDUCAÇÃO INFANTIL,PROJETO NASCENTE,"RUA BETEL, S/N",DENDÊ,60714-612,3105-3339,NADA CONSTA,CRPROJETON@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7019,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68ce,323,POINT (-38.56152295747325 -3.782364184946119),CEI,4,8,19,6844,491,23078030,CENTRO DE EDUCAÇÃO INFANTIL,PADRE MARCELINO ZANELLA,"RUA INGLATERRA, 222",ITAPERI,60714-150,NADA CONSTA,NADA CONSTA,PADREMZ@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6844,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68cf,324,POINT (-38.53791577874605 -3.792098756253519),CEI,4,8,19,7073,464,23234423,CENTRO DE EDUCAÇÃO INFANTIL,MARIA DE CARVALHO MARTINS,"RUA GIRASSOL, 649",ITAPERI,60714-445,3105-2021,NADA CONSTA,CRMARIACM@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7073,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68d0,325,POINT (-38.542618478267634 -3.7826990586106763),CEI,4,8,19,7029,465,23198486,CENTRO DE EDUCAÇÃO INFANTIL,MARCOS VALENTIM PEREIRA DE SOUZA,"RUA FREIRE ALEMÃO, 91",SERRINHA,60742-110,3105-3084,NADA CONSTA,CRMARCOSVPS@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7029,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68d1,326,POINT (-38.563138990677 -3.7644019429989783),CEI,3,11,36,7242,395,23075856,CENTRO DE EDUCAÇÃO INFANTIL,PAULO SARASATE,"RUA PEDRO MUNIZ, 250",DEMÓCRITO ROCHA,60440-060,3292-4110,NADA CONSTA,CRPAULOS@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7242,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68d2,327,POINT (-38.565737641940046 -3.7574807660707936),CEI,3,11,36,7126,423,23234407,CENTRO DE EDUCAÇÃO INFANTIL,JOSÉ BATISTA DE OLIVEIRA,"RUA MINAS GERAIS, S/N",PANAMERICANO,60441-035,NADA CONSTA,3459-6992,CRCONSJBO@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7126,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68d3,328,POINT (-38.55491794154059 -3.7618672127766066),CEI,4,4,16,7017,424,23078413,CENTRO DE EDUCAÇÃO INFANTIL,VICENTE FIALHO,"RUA IRMÃ BAZET, 193",MONTESE,60420-670,3491-9692,NADA CONSTA,CRVICENTEF@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7017,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68d4,329,POINT (-38.53617294741805 -3.7664315951334526),CEI,4,4,18,7127,421,23071990,CENTRO DE EDUCAÇÃO INFANTIL,TEODORICO BARROSO,"RUA HELVÉCIO MONTE, 751",VILA UNIÃO,60420-040,3105-1539,3459-6816,CRTEODORICOB@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7127,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68d5,330,POINT (-38.53447068340471 -3.7633538958189607),CEI,4,4,18,7018,422,23071990,CENTRO DE EDUCAÇÃO INFANTIL,PAPA JOÃO XXIII,"RUA TREZE DE ABRIL, 595 A",VILA UNIÃO,60411-055,3452-1805,3459-6956,CRPAPAJX@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7018,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68d6,331,POINT (-38.52905428138855 -3.7635582098359777),CEI,4,4,18,7276,377,23262605,CENTRO DE EDUCAÇÃO INFANTIL,HAROLDO JORGE BRAUN VIEIRA,"RUA MARTE, 39",AEROPORTO,60422-580,3256-5162,NADA CONSTA,CRHAROLDOJBV@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7276,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68d7,332,POINT (-38.52092555914595 -3.759398702759307),CEI,4,4,15,7911,415,23186950,CENTRO DE EDUCAÇÃO INFANTIL,MADRE TERESA DE CALCUTÁ,"RUA CAPITÃO BATISTA, S/N",FÁTIMA,60415-255,NADA CONSTA,NADA CONSTA,NADA CONSTA,7911,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68d8,333,POINT (-38.53863990326063 -3.7525810450032324),CEI,4,4,16,7403,476,23070250,CENTRO DE EDUCAÇÃO INFANTIL,FILGUEIRAS LIMA,"AV. BORGES DE MELO, 100",JARDIM AMÉRICA,60415-585,3105-1009,NADA CONSTA,CRFILGUEIRASL@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7403,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68d9,334,POINT (-38.57864539680077 -3.8142888145616585),ANE,5,10,35,7086,403,23256990,ESCOLA MUNICIPAL,ROSA AMARO CAVALCANTE UNID II,"RUA 01, 1169 (PARQUE SANTANA I)",MONDUBIM,60767-725,3105-3092,NADA CONSTA,CRIANCAF@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7086,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68da,335,POINT (-38.5231632933779 -3.758958995514443),ANE,4,4,18,6843,386,23073934,ESCOLA MUNICIPAL,DOM MANOEL DA SILVA GOMES UNID II,"AV. AGUANAMBI, 2479",AEROPORTO,60415-390,3105-1609,3459-7020,PADREA@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6843,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68db,336,POINT (-38.53838492509726 -3.753815430030632),CEI,4,4,16,6825,498,23069368,CENTRO DE EDUCAÇÃO INFANTIL,MOZART PINTO,"TRAV. SALGADINHO, 18A",JARDIM AMÉRICA,60410-480,3131-1691,3459-5403,CSANTAT@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6825,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68dc,337,POINT (-38.56005563303754 -3.801628730597474),CEI,4,8,19,8327,833,23075074,CENTRO DE EDUCAÇÃO INFANTIL,AUGUSTO PONTES,"RUA HOLANDA, S/N",DENDÊ,60712-165,NADA CONSTA,NADA CONSTA,NADA CONSTA,8327,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68dd,338,POINT (-38.540388113730415 -3.771439473568376),CEI,4,4,18,8278,790,23073870,CENTRO DE EDUCAÇÃO INFANTIL,GENERAL MANOEL CORDEIRO NETO,"RUA PROFº VICENTE SILVEIRA, 1600",VILA UNIÃO,60410-672,NADA CONSTA,NADA CONSTA,NADA CONSTA,8278,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68de,339,POINT (-38.56174776895159 -3.812509009147689),CRP,5,10,35,8268,786,23186690,CRECHE PARCEIRA,CRIANÇA FELIZ 2,"RUA FRIÉZIO BARROSO, 820",MONDUBIM,60761-570,NADA CONSTA,NADA CONSTA,NADA CONSTA,8268,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68df,340,POINT (-38.53783061306656 -3.750898415994014),CEI,4,4,16,8257,782,23070250,CENTRO DE EDUCAÇÃO INFANTIL,FILGUEIRAS LIMA UNID II,"TRAV. NOVA AURORA, 96",JARDIM AMÉRICA,60410-470,NADA CONSTA,NADA CONSTA,NADA CONSTA,8257,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68e0,341,POINT (-38.571367999690096 -3.8395733136030916),EMTI,4,8,21,8203,768,23259540,ESCOLA MUNICIPAL DE TEMPO INTEGRAL,PROFESSOR EDGAR LINHARES LIMA,"RUA SANTA RITA, S/N",PLANALTO AYRTON SENNA,60760-675,NADA CONSTA,NADA CONSTA,NADA CONSTA,8203,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68e1,342,POINT (-38.55934956434215 -3.840867027246004),EMTP,4,8,21,6866,178,23065621,ESCOLA MUNICIPAL,ARI DE SÁ CAVALCANTE,"AV. H, 430",PREFEITO JOSÉ WALTER,60750-070,3433-2954,3459-5359 / 5546 / 6918,ARYSC@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6866,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68e2,343,POINT (-38.55401144319261 -3.8233387581886804),CRP,4,8,21,8174,748,23070056,CRECHE PARCEIRA,AMANHECER FELIZ,"AV. K, 50",PREFEITO JOSÉ WALTER,60750-100,NADA CONSTA,NADA CONSTA,NADA CONSTA,8174,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68e3,344,POINT (-38.58784409455284 -3.808843928979651),CRP,5,10,34,8175,749,23257300,CRECHE PARCEIRA,FELIZ AMANHECER,"RUA 106, 100",NOVO MONDUBIM,60764-290,NADA CONSTA,NADA CONSTA,NADA CONSTA,8175,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68e4,345,POINT (-38.53481726909177 -3.7903969066842653),CEI,4,8,19,8138,622,23234423,CENTRO DE EDUCAÇÃO INFANTIL,MARIA DE CARVALHO MARTINS UNID II,"RUA VI, S/N (CONJUNTO OITO DE SETEMBRO)",SERRINHA,60744-870,NADA CONSTA,NADA CONSTA,NADA CONSTA,8138,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68e5,346,POINT (-38.593228772727194 -3.806809296216373),EMTP,5,10,34,7067,323,23074086,ESCOLA MUNICIPAL,MARIETA GUEDES MARTINS,"AV. CÔNEGO DE CASTRO, 4701",NOVO MONDUBIM,60764-205,3433-4909,3459-5340 / 5493 / 6851,MARIETAGM@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7067,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68e6,347,POINT (-38.58757946839265 -3.8076744612847873),EMTP,5,10,34,7337,266,23257300,ESCOLA MUNICIPAL,MARIA BEZERRA QUEVEDO,"RUA 103, 28 (CONJUNTO NOVO MONDUBIM)",NOVO MONDUBIM,60764-260,3433-8589,3459-5336 / 5505 / 6840,MARIABQ@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7337,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68e7,348,POINT (-38.58560019024232 -3.8039067413261645),EMTP,5,10,34,7202,211,23257105,ESCOLA MUNICIPAL,HILZA DIOGO CALS,"AV. WALDIR DIOGO, 850",NOVO MONDUBIM,60764-020,3433-4928,3459-5373 / 6815,HILZADC@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7202,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68e8,349,POINT (-38.5845621109715 -3.811069045925577),EMTP,5,10,34,7167,247,23256990,ESCOLA MUNICIPAL,ROSA AMARO CAVALCANTE,"RUA ALFREDO MAMEDE, 1064",NOVO MONDUBIM,60763-425,3484-0515,3459-5367 / 5575 / 6854,ROSAAC@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7167,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68e9,350,POINT (-38.584065545275934 -3.8109520169060707),EMTP,5,10,34,7241,227,23072202,ESCOLA MUNICIPAL,JOSÉ AYRTON TEIXEIRA,"RUA ALFREDO MAMEDE, S/N",NOVO MONDUBIM,60763-806,3433-4907,3459-5247 / 6910,JOSEAT@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7241,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68ea,351,POINT (-38.58767933863989 -3.8089540032885103),CEI,5,10,34,7023,378,23257300,CENTRO DE EDUCAÇÃO INFANTIL,MARIA BEZERRA QUEVEDO,"RUA 106, 114 (CONJUNTO NOVO MONDUBIM)",NOVO MONDUBIM,60764-290,3131-6226,3459-7004,CRMARIABQ@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7023,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68eb,352,POINT (-38.585468522294924 -3.8035411770979346),CEI,5,10,34,7269,411,23257105,CENTRO DE EDUCAÇÃO INFANTIL,HILZA DIOGO CALS,"RUA SILVINO, 31",NOVO MONDUBIM,60764-045,3131-7313,NADA CONSTA,CRROSAAC@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7269,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68ec,353,POINT (-38.553733765965625 -3.805180322406258),EMTI,4,8,19,8116,702,23259566,ESCOLA MUNICIPAL DE TEMPO INTEGRAL E EDUCAÇÃO BILÍNGUE,FRANCISCO SUDERLAND BASTOS MOTA,"AV. BERNARDO MANUEL, 9970A",DENDÊ,60761-282,NADA CONSTA,NADA CONSTA,NADA CONSTA,8116,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68ed,354,POINT (-38.55237583325589 -3.8429199413833657),CEI,4,8,21,8425,917,23070056,CENTRO DE EDUCAÇÃO INFANTIL,PROFESSOR CARLOS ROBERTO MARTINS RODRIGUES,"RUA 16C, S/N",PREFEITO JOSÉ WALTER,60748-445,NADA CONSTA,NADA CONSTA,NADA CONSTA,8425,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68ee,355,POINT (-38.55479667517828 -3.8429965696214263),CEI,4,8,21,8424,916,23257520,CENTRO DE EDUCAÇÃO INFANTIL,MARIA LETÍCIA MOTA MOREIRA,"RUA 15C, S/N",PREFEITO JOSÉ WALTER,60748-444,NADA CONSTA,NADA CONSTA,NADA CONSTA,8424,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68ef,356,POINT (-38.56053629782407 -3.8132373337101018),CRP,5,10,35,8397,897,23078766,CRECHE PARCEIRA,TIA LELEU,"RUA FRIÉZIO BARROSO, 326",MONDUBIM,60761-570,NADA CONSTA,NADA CONSTA,NADA CONSTA,8397,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68f0,357,POINT (-38.57599920314453 -3.836374087676599),EMTP,4,8,21,8394,891,23330015,ESCOLA MUNICIPAL,MARIA MARQUES CEDRO,"RUA DO SOL, 285",PLANALTO AYRTON SENNA,60766-160,NADA CONSTA,NADA CONSTA,NADA CONSTA,8394,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68f1,358,POINT (-38.57837428057632 -3.838660131474116),EMTP,4,8,21,8393,890,23213140,ESCOLA MUNICIPAL,MARIA ROCHELLE DA SILVA,"RUA DELMIRO JÚNIOR, 50",PLANALTO AYRTON SENNA,60766-455,NADA CONSTA,NADA CONSTA,NADA CONSTA,8393,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68f2,359,POINT (-38.577904217451376 -3.8353462283540614),EMTP,4,8,21,8391,888,23080124,ESCOLA MUNICIPAL,JORNALISTA DURVAL AIRES,"RUA DO SOL, 522",PLANALTO AYRTON SENNA,60766-160,NADA CONSTA,NADA CONSTA,NADA CONSTA,8391,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68f3,360,POINT (-38.58060401743898 -3.838070278622111),EMTP,4,8,21,8389,887,23222964,ESCOLA MUNICIPAL,HEITOR VILLA LOBOS,"AV. NOVA FORTALEZA, 1635",PLANALTO AYRTON SENNA,60766-680,NADA CONSTA,NADA CONSTA,NADA CONSTA,8389,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68f4,362,POINT (-38.565759343226084 -3.822755329322139),EMTI,5,10,35,8367,871,23273747,ESCOLA MUNICIPAL DE TEMPO INTEGRAL,HILDETE BRASIL DE SÁ CAVALCANTE,"RUA E, S/N (RES. MARCOS FREIRE)",MONDUBIM,60762-595,NADA CONSTA,NADA CONSTA,NADA CONSTA,8367,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68f5,363,POINT (-38.561781542492 -3.814792652609389),CRP,5,10,35,8341,847,23078766,CRECHE PARCEIRA,ALEGRIA DE CRIANÇA,"RUA DR. RAIMUNDO MAIA, 433",MONDUBIM,60761-520,NADA CONSTA,NADA CONSTA,NADA CONSTA,8341,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68f6,364,POINT (-38.57531351574082 -3.8365211069789176),CRP,4,8,21,8340,846,23264179,CRECHE PARCEIRA,CRIANÇA ESPERANÇA 2,"RUA DO SOL, 205",PLANALTO AYRTON SENNA,60766-160,NADA CONSTA,NADA CONSTA,NADA CONSTA,8340,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_68f7,365,POINT (-38.539090151377174 -3.784728792023534),CEI,4,8,19,8333,839,23198486,CENTRO DE EDUCAÇÃO INFANTIL,PROFESSORA HELEY DE ABREU SILVA BATISTA,"RUA PARAGUAÇU, S/N",SERRINHA,60742-755,NADA CONSTA,NADA CONSTA,NADA CONSTA,8333,10,0,SME,2022,EPSG: 3198
